,group_id,src_id,dst_id,edge_type
9335,0,8891,3378,2
9336,0,1717,7103,4
9337,0,251,6768,4
9338,0,1185,7131,4
9339,0,5897,6261,3
9340,0,2025,5014,5
9341,0,206,4560,4
9342,0,9868,8800,1
9343,0,6452,5118,3
9344,0,8280,1568,1
9345,0,1303,9971,1
9346,0,8273,7573,0
9347,0,1834,1099,5
9348,0,4566,114,1
9349,0,4924,2432,1
9350,0,3143,380,0
9351,0,600,2062,1
9352,0,7392,6153,5
9353,0,7944,666,2
9354,0,255,3869,5
9355,0,4647,480,4
9356,0,7879,1312,0
9357,0,6254,798,1
9358,0,9134,6059,3
9359,0,7925,2326,4
9360,0,3696,9687,0
9361,0,6848,8020,0
9362,0,1015,9815,3
9363,0,8775,4038,3
9364,0,3870,8402,5
9365,0,7085,2416,2
9366,0,4369,5013,4
9367,0,7792,5062,2
9368,0,8372,4161,2
9369,0,4169,460,5
9370,0,4641,4186,2
9371,0,1000,4783,3
9372,0,8629,9046,3
9373,0,1134,1510,0
9374,0,8736,3518,0
9375,0,3866,693,0
9376,0,7592,488,0
9377,0,1273,7380,3
9378,0,5797,4982,5
9379,0,1417,5330,4
9380,0,204,9655,0
9381,0,38,4979,5
9382,0,3635,1637,3
9383,0,7654,262,2
9384,0,6414,2190,2
9385,0,6604,5170,3
9386,0,6723,7576,0
9387,0,2030,4523,3
9388,0,10,8367,2
9389,0,5421,7736,1
9390,0,2489,590,1
9391,0,755,4116,0
9392,0,1694,4691,2
9393,0,3506,5632,2
9394,0,1221,8890,1
9395,0,1166,5748,1
9396,0,3329,1032,0
9397,0,7522,8763,1
9398,0,1260,960,0
9399,0,687,8184,2
9400,0,9006,1385,0
9401,0,4648,730,5
9402,0,5749,3296,2
9403,0,143,5095,2
9404,0,8942,9254,3
9405,0,493,3570,3
9406,0,9839,3392,4
9407,0,9907,4325,4
9408,0,748,5623,3
9409,0,7575,595,1
9410,0,8822,6130,5
9411,0,4744,5217,0
9412,0,3092,7856,4
9413,0,9504,8680,5
9414,0,2046,2363,3
9415,0,4480,373,3
9416,0,3885,5692,0
9417,0,943,3272,5
9418,0,1459,1216,2
9419,0,3218,8528,3
9420,0,9010,5448,3
9421,0,9662,7767,1
9422,0,718,5285,5
9423,0,3570,6213,4
9424,0,7264,5427,5
9425,0,1396,1119,4
9426,0,7949,2169,5
9427,0,7728,8718,4
9428,0,4658,1053,1
9429,0,2031,4778,4
9430,0,1894,8385,0
9431,0,5738,2950,3
9432,0,4390,6789,4
9433,0,5507,2308,4
9434,0,1519,5874,0
9435,0,8731,4305,2
9436,0,7191,9645,0
9437,0,3308,6834,3
9438,0,9700,529,4
9439,0,3530,838,4
9440,0,5463,2436,3
9441,0,6548,1732,4
9442,0,7645,3168,2
9443,0,7283,3328,1
9444,0,3677,246,4
9445,0,7605,4920,0
9446,0,4293,190,1
9447,0,3976,9465,0
9448,0,3487,9561,4
9449,0,3376,5815,4
9450,0,3585,3494,1
9451,0,7036,4452,0
9452,0,3601,4701,2
9453,0,1888,5666,5
9454,0,5462,8888,3
9455,0,4954,9653,0
9456,0,9763,578,1
9457,0,189,3931,0
9458,0,6884,3943,4
9459,0,5931,1834,0
9460,0,7176,5758,1
9461,0,1462,8986,3
9462,0,9084,2827,0
9463,0,3993,5730,0
9464,0,8818,7320,5
9465,0,6096,1630,1
9466,0,5364,5704,0
9467,0,6155,9543,1
9468,0,3412,8799,5
9469,0,3801,9933,3
9470,0,4822,6555,3
9471,0,8383,7418,3
9472,0,514,3804,1
9473,0,7382,3865,2
9474,0,8877,5792,4
9475,0,6633,8728,0
9476,0,4240,6629,4
9477,0,3812,6863,4
9478,0,818,5329,4
9479,0,7212,7246,5
9480,0,6786,1328,3
9481,0,424,1892,1
9482,0,9107,9410,5
9483,0,2820,86,1
9484,0,3731,6733,0
9485,0,8013,6601,0
9486,0,401,4806,2
9487,0,7239,7126,0
9488,0,2812,1673,0
9489,0,8754,6440,5
9490,0,6558,9377,0
9491,0,3223,2597,1
9492,0,4764,1497,2
9493,0,8091,2101,2
9494,0,1604,2821,0
9495,0,2919,7047,1
9496,0,5443,7984,0
9497,0,7659,738,3
9498,0,635,6711,1
9499,0,5960,4758,3
9500,0,477,8120,1
9501,0,6645,4067,5
9502,0,2788,941,5
9503,0,5785,8058,4
9504,0,2582,3247,1
9505,0,9523,127,4
9506,0,427,7597,1
9507,0,9824,5948,0
9508,0,2527,2379,1
9509,0,2018,9969,4
9510,0,8744,8217,1
9511,0,8108,5587,5
9512,0,3211,7352,2
9513,0,5920,5473,3
9514,0,91,2875,0
9515,0,6211,4238,5
9516,0,2667,5626,3
9517,0,5818,6629,4
9518,0,9173,2482,4
9519,0,2666,265,2
9520,0,8616,9236,5
9521,0,382,5637,1
9522,0,9553,375,5
9523,0,2707,4390,0
9524,0,4060,2704,3
9525,0,2994,857,5
9526,0,6649,5542,2
9527,0,9172,4904,3
9528,0,7435,5877,0
9529,0,8317,9702,1
9530,0,1641,5057,5
9531,0,1673,6373,2
9532,0,777,9964,3
9533,0,3771,7140,1
9534,0,924,1071,2
9535,0,8951,6803,3
9536,0,6900,6726,4
9537,0,1851,7548,5
9538,0,3243,9934,4
9539,0,4632,6861,2
9540,0,8603,1193,0
9541,0,9951,1087,2
9542,0,1403,5256,1
9543,0,6463,5435,2
9544,0,7770,6545,0
9545,0,1099,6397,0
9546,0,2368,6924,3
9547,0,6429,5,0
9548,0,6575,2289,3
9549,0,4655,3977,3
9550,0,5495,9714,5
9551,0,3968,2864,0
9552,0,7594,1696,5
9553,0,7275,8166,4
9554,0,2589,4619,3
9555,0,1719,7570,5
9556,0,7057,1290,3
9557,0,644,6178,0
9558,0,701,5898,1
9559,0,9348,5712,1
9560,0,347,8837,4
9561,0,3288,4921,2
9562,0,2693,4988,2
9563,0,3556,9085,5
9564,0,4985,1836,4
9565,0,7006,4332,3
9566,0,6043,8913,1
9567,0,4652,3992,5
9568,0,57,6455,3
9569,0,6452,1510,5
9570,0,3346,4301,4
9571,0,8777,6940,5
9572,0,4883,8318,1
9573,0,9847,9154,0
9574,0,8153,6201,4
9575,0,8513,6029,3
9576,0,2979,3597,1
9577,0,72,2985,3
9578,0,210,3825,4
9579,0,2449,2927,4
9580,0,3915,7746,3
9581,0,5728,1496,3
9582,0,3543,158,0
9583,0,3033,148,3
9584,0,1400,415,2
9585,0,3727,6349,4
9586,0,8861,6547,1
9587,0,8621,6527,4
9588,0,186,5239,2
9589,0,3313,3987,0
9590,0,6423,6797,5
9591,0,7758,1197,5
9592,0,7972,8325,0
9593,0,6361,9852,0
9594,0,4244,8292,0
9595,0,4227,2771,0
9596,0,2278,9787,2
9597,0,3012,5491,1
9598,0,726,3226,2
9599,0,1905,895,4
9600,0,8480,1966,5
9601,0,7819,8230,1
9602,0,3976,4450,5
9603,0,8979,7299,5
9604,0,9104,4248,1
9605,0,4312,6476,4
9606,0,6247,6368,3
9607,0,5133,7041,2
9608,0,8636,3201,3
9609,0,9530,1593,0
9610,0,1339,2603,5
9611,0,2071,5346,0
9612,0,2734,479,3
9613,0,9636,7023,2
9614,0,2734,2263,4
9615,0,675,8757,0
9616,0,1405,2612,3
9617,0,1585,8308,5
9618,0,8285,8081,5
9619,0,9940,833,0
9620,0,5311,6045,2
9621,0,8013,8641,2
9622,0,1097,3496,2
9623,0,4770,9081,2
9624,0,1097,2929,2
9625,0,3311,2304,2
9626,0,6530,6301,2
9627,0,8646,9324,3
9628,0,3881,4495,1
9629,0,3532,3819,3
9630,0,9978,9362,1
9631,0,8228,8374,3
9632,0,239,9807,1
9633,0,867,2579,5
9634,0,468,3017,4
9635,0,429,5470,5
9636,0,6987,836,3
9637,0,3642,3804,3
9638,0,9025,7552,1
9639,0,2150,2105,1
9640,0,1605,4980,5
9641,0,6596,4995,3
9642,0,8049,1756,3
9643,0,5282,2844,4
9644,0,7231,6539,3
9645,0,4410,7371,1
9646,0,209,3447,2
9647,0,394,6852,0
9648,0,2173,7100,3
9649,0,1697,7341,2
9650,0,8032,1508,3
9651,0,1557,8444,5
9652,0,3159,7786,3
9653,0,1480,3049,2
9654,0,2326,2086,4
9655,0,7195,2095,3
9656,0,2419,9085,1
9657,0,3233,7890,4
9658,0,2521,3234,0
9659,0,3341,8351,3
9660,0,5092,279,5
9661,0,5377,9876,0
9662,0,9924,6829,2
9663,0,3637,3188,2
9664,0,5727,2796,3
9665,0,6224,6309,3
9666,0,4624,6741,1
9667,0,9002,625,2
9668,0,547,2947,5
9669,0,5589,3991,5
9670,0,5541,4233,2
9671,0,2619,3618,2
9672,0,2001,783,2
9673,0,656,7384,5
9674,0,6198,8656,3
9675,0,5810,3704,2
9676,0,5861,7769,4
9677,0,2719,7338,2
9678,0,7528,9208,2
9679,0,1361,7642,0
9680,0,9162,9577,0
9681,0,9873,7410,2
9682,0,8018,9750,1
9683,0,2102,6826,1
9684,0,745,9692,5
9685,0,5058,7053,1
9686,0,6478,8930,2
9687,0,6484,9274,5
9688,0,9550,2980,5
9689,0,3954,1675,0
9690,0,2882,4739,2
9691,0,2084,5905,2
9692,0,799,2168,5
9693,0,9244,8492,4
9694,0,4422,3621,2
9695,0,1117,149,4
9696,0,4267,5070,0
9697,0,1683,4571,2
9698,0,1217,5966,1
9699,0,5790,474,3
9700,0,2243,8242,4
9701,0,9350,4948,1
9702,0,8827,8506,2
9703,0,4005,6968,0
9704,0,9044,3663,4
9705,0,333,6195,0
9706,0,8153,3934,0
9707,0,9527,838,1
9708,0,7553,6238,5
9709,0,2119,4747,5
9710,0,3732,2545,4
9711,0,7632,7759,1
9712,0,6249,4436,5
9713,0,298,3119,5
9714,0,1448,9559,4
9715,0,4549,6252,1
9716,0,7829,5571,1
9717,0,667,2877,5
9718,0,3023,2091,3
9719,0,4311,4808,2
9720,0,639,4846,4
9721,0,8165,4431,4
9722,0,4388,8637,2
9723,0,8619,2845,4
9724,0,1698,9662,1
9725,0,9026,1499,3
9726,0,4872,8562,1
9727,0,3485,4780,3
9728,0,5662,2111,5
9729,0,1240,7971,5
9730,0,1905,3709,4
9731,0,1474,4575,0
9732,0,1091,652,2
9733,0,4893,1498,4
9734,0,3215,4713,4
9735,0,8723,8027,5
9736,0,6064,6890,0
9737,0,4291,3232,2
9738,0,7830,3809,1
9739,0,7460,4685,5
9740,0,4745,3542,2
9741,0,46,1664,0
9742,0,3019,4967,3
9743,0,4765,773,2
9744,0,7899,8310,4
9745,0,6478,90,3
9746,0,1276,4515,2
9747,0,893,2724,5
9748,0,2654,6885,1
9749,0,1906,7443,4
9750,0,928,9111,0
9751,0,6567,836,2
9752,0,4504,935,3
9753,0,8722,7043,5
9754,0,4064,3288,1
9755,0,6173,3625,3
9756,0,8075,5444,4
9757,0,6560,4292,5
9758,0,9424,9122,5
9759,0,7925,3102,4
9760,0,1692,7559,0
9761,0,2084,1229,0
9762,0,5989,5410,0
9763,0,2856,9317,3
9764,0,7634,6066,2
9765,0,8183,5065,4
9766,0,7051,9403,4
9767,0,5687,6366,4
9768,0,2793,162,1
9769,0,318,2507,0
9770,0,1419,6005,2
9771,0,678,6216,3
9772,0,4409,5735,5
9773,0,4795,7737,3
9774,0,5162,3615,5
9775,0,4745,4505,5
9776,0,730,8451,4
9777,0,9409,7561,5
9778,0,1817,1814,1
9779,0,3763,6271,2
9780,0,2552,4376,2
9781,0,8706,8356,4
9782,0,6172,6702,1
9783,0,8690,835,0
9784,0,8242,652,5
9785,0,6885,1515,4
9786,0,7212,699,4
9787,0,7060,9534,2
9788,0,9475,3858,2
9789,0,9736,2924,0
9790,0,1625,6300,1
9791,0,4795,2178,4
9792,0,8644,7630,2
9793,0,1376,2074,2
9794,0,6031,756,2
9795,0,5626,9539,0
9796,0,7921,7567,1
9797,0,1066,4471,2
9798,0,2845,3723,2
9799,0,7510,7350,1
9800,0,2155,8506,3
9801,0,6280,5369,0
9802,0,225,4131,2
9803,0,5014,5758,4
9804,0,208,4462,2
9805,0,6986,9750,1
9806,0,1669,759,3
9807,0,8140,9544,1
9808,0,2780,1875,0
9809,0,9795,5950,0
9810,0,6627,9435,2
9811,0,8958,3453,5
9812,0,4130,8083,5
9813,0,9124,1543,4
9814,0,1261,9332,2
9815,0,1701,2262,3
9816,0,9072,3138,5
9817,0,9380,9251,0
9818,0,8979,7173,0
9819,0,5573,8808,0
9820,0,7106,3443,1
9821,0,8573,6964,2
9822,0,874,3351,0
9823,0,4535,649,4
9824,0,3757,3744,1
9825,0,3606,1806,0
9826,0,4297,3715,3
9827,0,2689,3886,0
9828,0,7886,4180,1
9829,0,4449,2511,1
9830,0,8037,9126,3
9831,0,8154,8403,5
9832,0,383,9805,1
9833,0,4789,7486,1
9834,0,6294,2493,3
9835,0,5259,9970,4
9836,0,8770,6748,5
9837,0,6088,7237,0
9838,0,5843,6053,3
9839,0,5644,2872,3
9840,0,1067,6295,5
9841,0,8748,6791,0
9842,0,505,1960,3
9843,0,8162,6092,5
9844,0,3806,9462,5
9845,0,5300,7664,3
9846,0,301,618,5
9847,0,4266,5365,1
9848,0,9018,5203,0
9849,0,4889,4309,4
9850,0,4657,4889,1
9851,0,7531,6047,4
9852,0,4567,2078,0
9853,0,5740,3753,2
9854,0,8527,3184,3
9855,0,7720,3285,2
9856,0,1140,5103,2
9857,0,870,5952,0
9858,0,7762,8961,1
9859,0,7621,4688,0
9860,0,2623,1618,5
9861,0,2247,4045,2
9862,0,4277,3459,3
9863,0,4209,6786,4
9864,0,9490,9398,4
9865,0,9980,6223,4
9866,0,3179,3282,3
9867,0,3902,3728,1
9868,0,2439,9972,5
9869,0,6565,4955,4
9870,0,2590,6471,0
9871,0,7857,9696,3
9872,0,93,422,4
9873,0,7007,6506,1
9874,0,8663,14,5
9875,0,7813,8977,2
9876,0,6150,3098,4
9877,0,6189,626,4
9878,0,8169,8868,3
9879,0,4082,8671,0
9880,0,98,3466,2
9881,0,4155,119,3
9882,0,4397,4989,2
9883,0,186,2646,4
9884,0,7988,6920,1
9885,0,9959,9605,4
9886,0,6454,5991,0
9887,0,8958,6195,5
9888,0,5544,1280,4
9889,0,529,3522,1
9890,0,5897,8997,4
9891,0,726,6672,5
9892,0,8190,3319,0
9893,0,6090,6778,0
9894,0,5122,3106,1
9895,0,905,1698,4
9896,0,7211,4880,5
9897,0,3840,2573,2
9898,0,7904,9469,1
9899,0,1177,3697,5
9900,0,5585,4184,4
9901,0,1189,816,1
9902,0,7926,5998,5
9903,0,2929,197,5
9904,0,413,2773,0
9905,0,5319,7414,3
9906,0,7054,5865,0
9907,0,8396,5330,2
9908,0,8989,8123,0
9909,0,8875,1561,2
9910,0,470,2149,0
9911,0,3391,5700,1
9912,0,1970,2341,1
9913,0,174,9677,5
9914,0,320,7543,4
9915,0,292,8811,4
9916,0,7554,3979,5
9917,0,9941,3354,4
9918,0,8959,3904,0
9919,0,5843,3701,5
9920,0,5242,7582,3
9921,0,8209,8171,3
9922,0,5210,3085,4
9923,0,8466,7970,2
9924,0,8491,8805,2
9925,0,9029,4473,3
9926,0,1754,1035,1
9927,0,4834,1362,4
9928,0,8057,8966,1
9929,0,7688,4087,5
9930,0,1277,4072,2
9931,0,1079,1133,3
9932,0,5069,713,0
9933,0,9436,2465,4
9934,0,3536,4908,2
9935,0,5508,477,2
9936,0,2500,5163,5
9937,0,260,9862,2
9938,0,9775,360,2
9939,0,1099,2220,4
9940,0,5312,300,5
9941,0,1909,9572,0
9942,0,1904,7961,2
9943,0,7821,3988,4
9944,0,9963,4583,0
9945,0,6183,6207,0
9946,0,6207,9423,4
9947,0,4543,5832,5
9948,0,1649,2460,3
9949,0,4943,5217,4
9950,0,7148,9361,2
9951,0,5851,2774,4
9952,0,8723,4428,2
9953,0,3533,8494,0
9954,0,6598,2221,1
9955,0,8119,1322,1
9956,0,2926,8455,5
9957,0,1429,7016,5
9958,0,4994,2777,5
9959,0,9054,6969,0
9960,0,494,1287,4
9961,0,7275,6510,1
9962,0,3882,2245,0
9963,0,9542,2223,1
9964,0,663,2430,1
9965,0,3297,5671,5
9966,0,3823,7231,1
9967,0,7312,1343,1
9968,0,7232,854,5
9969,0,3091,7928,2
9970,0,1742,2105,4
9971,0,6661,833,2
9972,0,1674,2491,2
9973,0,7318,1816,0
9974,0,5829,3545,0
9975,0,7752,8071,3
9976,0,4083,286,1
9977,0,9392,2830,2
9978,0,5933,421,1
9979,0,3247,5536,0
9980,0,4551,1580,3
9981,0,9971,8232,4
9982,0,3534,210,4
9983,0,1112,161,5
9984,0,7260,4235,5
9985,0,3009,8877,4
9986,0,8895,9930,5
9987,0,9580,7087,0
9988,0,8062,7832,3
9989,0,1554,5457,3
9990,0,7345,430,1
9991,0,6524,461,0
9992,0,4860,7759,2
9993,0,1975,4837,5
9994,0,6400,1365,0
9995,0,5634,6531,4
9996,0,9060,2195,4
9997,0,2218,1002,1
9998,0,7408,207,3
9999,0,5475,8868,5
10000,0,6473,7870,4
10001,0,61,4310,1
10002,0,9898,7250,5
10003,0,1802,6588,0
10004,0,8903,9080,1
10005,0,9029,4452,0
10006,0,9953,8556,1
10007,0,891,3502,5
10008,0,3167,7533,4
10009,0,8653,8450,5
10010,0,1571,2641,4
10011,0,2905,3447,2
10012,0,1475,3179,2
10013,0,1919,9220,4
10014,0,7814,2242,4
10015,0,781,4010,1
10016,0,8295,5006,0
10017,0,8515,5075,0
10018,0,7512,2224,5
10019,0,3247,8091,3
10020,0,646,3292,1
10021,0,6086,7972,3
10022,0,3738,6937,5
10023,0,7669,3909,4
10024,0,2345,6966,0
10025,0,9128,7397,0
10026,0,2010,6605,5
10027,0,16,7534,0
10028,0,6414,2615,1
10029,0,4297,2366,5
10030,0,2743,4421,0
10031,0,2342,5254,0
10032,0,5398,5912,5
10033,0,7644,6402,4
10034,0,2999,9808,1
10035,0,4126,7733,3
10036,0,1551,3110,1
10037,0,3257,6996,4
10038,0,3572,2595,0
10039,0,962,5163,0
10040,0,7453,8271,2
10041,0,2514,7268,3
10042,0,4690,4890,2
10043,0,8089,2403,2
10044,0,282,8467,2
10045,0,9144,6580,5
10046,0,9316,9177,0
10047,0,2435,6841,4
10048,0,7715,9695,4
10049,0,7470,6845,1
10050,0,8689,7217,2
10051,0,2921,205,2
10052,0,8509,6007,0
10053,0,7781,6158,4
10054,0,8626,730,1
10055,0,9028,3336,3
10056,0,5605,7487,2
10057,0,1395,5563,2
10058,0,772,8629,0
10059,0,5189,9050,1
10060,0,9760,3349,0
10061,0,9653,3195,1
10062,0,5551,4940,3
10063,0,3245,8823,1
10064,0,7542,7981,2
10065,0,4771,3361,2
10066,0,491,6165,1
10067,0,7968,8693,3
10068,0,919,937,2
10069,0,5505,6790,3
10070,0,1832,7282,2
10071,0,1498,1906,5
10072,0,7660,9801,1
10073,0,6073,9810,2
10074,0,987,224,5
10075,0,76,7499,3
10076,0,1505,3744,0
10077,0,7319,8258,5
10078,0,4384,2050,0
10079,0,4000,1068,5
10080,0,408,8770,2
10081,0,1525,6476,2
10082,0,4846,7138,2
10083,0,3583,6352,1
10084,0,1877,6799,3
10085,0,5430,39,3
10086,0,6827,1216,1
10087,0,7085,1274,4
10088,0,8817,5321,0
10089,0,1517,7545,1
10090,0,9328,4006,1
10091,0,9273,2047,5
10092,0,1891,7002,0
10093,0,7406,2808,4
10094,0,8347,8614,5
10095,0,7676,5506,4
10096,0,7996,1365,1
10097,0,1237,2684,2
10098,0,3354,507,5
10099,0,3977,5269,2
10100,0,4593,4717,1
10101,0,7417,2289,4
10102,0,9071,5464,1
10103,0,1551,256,2
10104,0,8396,9371,5
10105,0,6896,7664,2
10106,0,1988,6861,2
10107,0,5687,4889,5
10108,0,5100,5160,3
10109,0,3567,4476,1
10110,0,929,7476,1
10111,0,9295,6421,2
10112,0,9068,9364,0
10113,0,5678,2974,2
10114,0,9806,5338,3
10115,0,2760,9917,2
10116,0,3198,1256,2
10117,0,2863,8163,2
10118,0,3640,2666,4
10119,0,2155,4697,0
10120,0,2003,9399,5
10121,0,790,6189,2
10122,0,4009,5399,3
10123,0,8790,8368,2
10124,0,1535,8390,1
10125,0,7763,6469,4
10126,0,234,854,3
10127,0,1924,6901,1
10128,0,7649,422,3
10129,0,4118,4010,0
10130,0,9205,4960,4
10131,0,4132,5176,2
10132,0,3229,496,3
10133,0,9168,1281,1
10134,0,5084,5496,3
10135,0,7839,7300,4
10136,0,509,2224,0
10137,0,5340,5172,0
10138,0,6927,6314,4
10139,0,5813,7282,5
10140,0,28,7688,5
10141,0,9838,7344,5
10142,0,8214,6221,1
10143,0,8025,6139,5
10144,0,8712,3935,3
10145,0,6928,6597,0
10146,0,1644,4819,5
10147,0,6133,1650,1
10148,0,7620,6517,4
10149,0,5679,4308,3
10150,0,9074,685,1
10151,0,82,1930,3
10152,0,2990,2946,2
10153,0,6935,1444,3
10154,0,6911,5992,3
10155,0,8051,2,5
10156,0,9002,9094,2
10157,0,8522,9869,2
10158,0,8876,8166,3
10159,0,556,594,2
10160,0,7497,5498,5
10161,0,5535,5567,5
10162,0,8047,6073,5
10163,0,2124,7523,1
10164,0,3622,4530,5
10165,0,9157,4537,0
10166,0,8857,1871,0
10167,0,9160,9856,4
10168,0,6724,8239,1
10169,0,365,1723,5
10170,0,5476,5401,3
10171,0,7648,1442,3
10172,0,2022,9228,4
10173,0,6553,2278,3
10174,0,665,9384,4
10175,0,1704,8224,5
10176,0,3992,5108,3
10177,0,8665,4393,2
10178,0,2510,4218,2
10179,0,2971,4657,2
10180,0,9917,2495,0
10181,0,9376,851,1
10182,0,9870,1998,3
10183,0,8182,7256,1
10184,0,9297,5369,5
10185,0,3800,2001,3
10186,0,1074,6072,3
10187,0,6785,7188,1
10188,0,2571,6743,5
10189,0,9502,7322,3
10190,0,1636,3700,4
10191,0,3303,3357,2
10192,0,4897,5735,0
10193,0,1525,9962,2
10194,0,8186,3423,1
10195,0,5229,7209,2
10196,0,5704,4360,2
10197,0,3108,4933,4
10198,0,5511,8046,5
10199,0,206,7039,1
10200,0,3340,3209,3
10201,0,7143,2615,4
10202,0,1738,6015,2
10203,0,967,7990,2
10204,0,6384,361,2
10205,0,6971,1250,3
10206,0,3670,2939,1
10207,0,543,1179,1
10208,0,5723,1414,0
10209,0,1989,1265,1
10210,0,5412,8487,0
10211,0,9702,4069,2
10212,0,1331,1866,4
10213,0,2978,4057,2
10214,0,2300,5607,2
10215,0,6013,7264,4
10216,0,5785,8374,5
10217,0,1083,5069,4
10218,0,7837,2794,4
10219,0,1961,3544,3
10220,0,1951,4334,2
10221,0,2046,7338,5
10222,0,1820,7844,1
10223,0,2669,9987,0
10224,0,6644,5457,3
10225,0,2251,8304,0
10226,0,1702,4963,4
10227,0,613,1636,3
10228,0,6674,2688,5
10229,0,8870,4321,4
10230,0,1627,8776,1
10231,0,9426,831,0
10232,0,4065,9615,1
10233,0,2993,7154,4
10234,0,107,8782,4
10235,0,3834,3877,2
10236,0,6396,3894,0
10237,0,3931,6864,4
10238,0,3041,662,3
10239,0,641,4875,5
10240,0,1121,6864,5
10241,0,1301,4438,3
10242,0,6474,4407,3
10243,0,5274,2753,0
10244,0,9788,2440,4
10245,0,1321,394,5
10246,0,804,5414,4
10247,0,6575,2013,5
10248,0,8061,540,4
10249,0,2866,7362,0
10250,0,6977,8247,0
10251,0,9446,4206,4
10252,0,1364,2909,0
10253,0,2139,6238,2
10254,0,6429,4643,4
10255,0,4531,8581,4
10256,0,8012,3056,3
10257,0,9746,2212,3
10258,0,4089,4434,5
10259,0,6071,8073,0
10260,0,9168,9650,2
10261,0,4886,2314,1
10262,0,3907,584,1
10263,0,3116,237,5
10264,0,7985,5634,2
10265,0,9469,24,0
10266,0,321,6184,4
10267,0,6204,5831,3
10268,0,9248,8885,1
10269,0,3480,3174,0
10270,0,8219,4054,1
10271,0,9609,1183,5
10272,0,8780,4627,1
10273,0,6962,941,3
10274,0,2575,9569,1
10275,0,157,3091,4
10276,0,5663,8906,0
10277,0,9860,5323,1
10278,0,285,1255,5
10279,0,435,2778,4
10280,0,5712,2453,2
10281,0,2851,5984,2
10282,0,9972,557,0
10283,0,5613,8708,4
10284,0,1955,6027,5
10285,0,7733,6731,4
10286,0,5293,2275,2
10287,0,4512,5154,1
10288,0,9328,3689,0
10289,0,8208,1104,1
10290,0,1876,2211,5
10291,0,5696,1709,0
10292,0,5478,8575,3
10293,0,2786,4987,5
10294,0,697,5414,0
10295,0,1359,1913,1
10296,0,2814,1932,0
10297,0,7897,1088,0
10298,0,450,8531,4
10299,0,773,9461,2
10300,0,7632,4,0
10301,0,9587,2879,5
10302,0,3731,8831,2
10303,0,3927,1820,0
10304,0,3980,4016,0
10305,0,3282,2404,3
10306,0,6919,9944,1
10307,0,6876,8834,4
10308,0,4093,1413,2
10309,0,7435,3403,5
10310,0,7791,1689,0
10311,0,478,887,3
10312,0,9010,3815,4
10313,0,7840,4756,0
10314,0,5338,2942,4
10315,0,1693,6027,0
10316,0,6476,1915,2
10317,0,6690,4372,4
10318,0,3076,4063,4
10319,0,1762,2739,3
10320,0,427,4922,0
10321,0,9192,4446,0
10322,0,9816,1199,4
10323,0,64,2567,1
10324,0,7907,6930,3
10325,0,7942,7073,3
10326,0,3631,4709,1
10327,0,7982,4661,0
10328,0,9786,7846,3
10329,0,5718,2227,4
10330,0,1248,6963,2
10331,0,7826,2955,2
10332,0,2691,3196,1
10333,0,4570,3339,2
10334,0,882,6848,1
10335,0,6368,9806,2
10336,0,8396,7220,3
10337,0,1127,3840,4
10338,0,8571,4,2
10339,0,8712,537,0
10340,0,6176,90,5
10341,0,2687,4284,5
10342,0,9560,1494,0
10343,0,1668,6448,4
10344,0,975,7497,2
10345,0,6951,7234,5
10346,0,1812,8074,5
10347,0,7880,8913,4
10348,0,6003,3030,2
10349,0,358,1729,2
10350,0,3323,918,2
10351,0,8533,9805,5
10352,0,4506,3320,0
10353,0,3129,7117,4
10354,0,9491,9662,4
10355,0,9987,2509,5
10356,0,4672,2766,2
10357,0,163,3422,2
10358,0,1511,7231,3
10359,0,9743,9165,5
10360,0,4258,7547,2
10361,0,8797,8195,1
10362,0,144,7465,1
10363,0,9764,9971,3
10364,0,6960,8757,3
10365,0,9766,5685,3
10366,0,9075,3585,4
10367,0,8175,9303,4
10368,0,3943,607,4
10369,0,4768,3854,1
10370,0,9630,9259,0
10371,0,5098,3869,5
10372,0,1919,6934,1
10373,0,95,1091,0
10374,0,4446,7549,3
10375,0,3923,7196,4
10376,0,8810,4582,0
10377,0,7167,9956,4
10378,0,8736,3752,4
10379,0,9729,7627,3
10380,0,2870,9257,5
10381,0,5597,280,2
10382,0,3636,1418,0
10383,0,435,859,5
10384,0,6453,9477,4
10385,0,6324,6876,2
10386,0,5639,9346,0
10387,0,6556,8266,0
10388,0,2029,5272,2
10389,0,7781,1581,3
10390,0,7035,4261,5
10391,0,8158,7929,5
10392,0,8138,7734,5
10393,0,2364,9629,0
10394,0,2104,6029,2
10395,0,8430,1552,3
10396,0,6789,4140,2
10397,0,9680,8920,4
10398,0,4166,2871,2
10399,0,6555,2781,2
10400,0,2391,8816,0
10401,0,9820,4247,4
10402,0,5155,2171,4
10403,0,1034,7339,5
10404,0,2741,1545,3
10405,0,1088,5734,2
10406,0,5405,1096,5
10407,0,4637,3593,4
10408,0,6036,419,3
10409,0,3782,8998,1
10410,0,8496,3586,0
10411,0,6223,4861,0
10412,0,3780,643,3
10413,0,3059,9176,2
10414,0,7795,2701,2
10415,0,2598,2800,3
10416,0,6810,9717,4
10417,0,1043,1975,1
10418,0,3266,2834,3
10419,0,5661,3962,1
10420,0,2961,45,1
10421,0,8890,4180,0
10422,0,5501,5998,1
10423,0,7454,3891,4
10424,0,5993,1149,1
10425,0,9008,642,5
10426,0,4160,5654,5
10427,0,4265,5194,0
